im1_name,im2_name,Task type,im1,im2,pair_ind,rep
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087417_3.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087417_4.png,Same,0,1,25,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087410_3.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087410_4.png,Same,0,1,18,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087393_3.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087393_4.png,Same,0,1,2,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087461_3.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087561_4.png,Different,0,1,66,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/059649.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/069891.jpg,ground_truth,0,1,95,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087436_4.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087436_3.png,Same,1,0,43,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/016460.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/139565.jpg,ground_truth,0,1,119,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/046154.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/202381.jpg,ground_truth,0,1,109,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087411_4.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087411_3.png,Same,1,0,19,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087425_4.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087425_3.png,Same,1,0,33,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087430_4.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087430_3.png,Same,1,0,38,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/154490.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/161851.jpg,ground_truth,1,0,104,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087558_4.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087458_3.png,Different,1,0,63,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087414_3.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087414_4.png,Same,0,1,22,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087397_3.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087397_4.png,Same,0,1,5,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087413_4.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087413_3.png,Same,1,0,21,1
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087429_4.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087429_3.png,Same,1,0,37,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087406_4.png,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/087406_3.png,Same,1,0,14,0
https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/060715.jpg,https://raw.githubusercontent.com/amandasongmm/impression_personality/master/static/amt_stargan_trustworthy/199360.jpg,ground_truth,0,1,126,0
